Timestamp,Prize,Income (元),Payout (元),Net Income (元)
2024-12-25 01:14:36,再来一次,5,0,5
2024-12-25 01:14:37,再来一次,5,0,5
2024-12-25 01:14:39,未中奖,10,0,10
2024-12-25 01:14:43,三等奖 (10元),15,10,5
2024-12-25 01:14:58,未中奖,5,0,5
2024-12-25 01:16:23,未中奖,10,0,10
2024-12-25 01:16:36,四等奖 (2元),15,2,13
2024-12-25 01:16:41,四等奖 (2元),20,2,16
2024-12-25 01:16:52,未中奖,25,0,21
2024-12-25 01:16:54,未中奖,30,0,26
2024-12-25 01:16:56,四等奖 (2元),35,2,29
2024-12-25 01:16:58,四等奖 (2元),40,2,32
2024-12-25 01:17:01,未中奖,45,0,37
2024-12-25 01:17:40,四等奖 (2元),50,2,40
2024-12-25 01:17:42,四等奖 (2元),55,2,43
2024-12-25 01:17:55,未中奖,60,0,48
2024-12-25 07:44:35,四等奖 (2元),5,2,3
2024-12-25 07:44:40,四等奖 (2元),10,2,6
2024-12-25 07:44:43,再来一次,15,0,11
2024-12-25 07:44:44,四等奖 (2元),15,2,9
2024-12-25 07:44:46,四等奖 (2元),20,2,12
2024-12-25 07:44:47,未中奖,25,0,17
2024-12-25 07:44:49,未中奖,30,0,22
2024-12-25 07:44:50,未中奖,35,0,27
2024-12-25 07:44:51,再来一次,40,0,32
2024-12-25 07:44:51,再来一次,45,0,37
2024-12-25 07:44:52,三等奖 (10元),50,10,32
2024-12-25 07:44:53,四等奖 (2元),55,2,35
2024-12-25 07:44:54,未中奖,60,0,40
2024-12-25 07:44:55,四等奖 (2元),65,2,43
2024-12-25 07:44:56,未中奖,70,0,48
2024-12-25 07:44:57,二等奖 (20元),75,20,33
2024-12-25 07:48:55,四等奖 (2元),5,0,5
2024-12-25 07:48:59,三等奖 (10元),10,10,0
2024-12-25 07:49:03,未中奖,15,0,5
2024-12-25 07:49:06,未中奖,20,0,10
2024-12-25 07:50:17,四等奖 (2元),25,0,15
2024-12-25 07:50:18,未中奖,30,0,20
2024-12-25 07:50:18,未中奖,35,0,25
2024-12-25 07:50:21,四等奖 (2元),40,0,30
2024-12-25 07:50:26,再来一次,45,0,35
2024-12-25 07:50:27,未中奖,45,0,35
2024-12-25 09:43:18,四等奖 (2元),395,0,235
2024-12-25 09:43:19,未中奖,400,0,240
2024-12-25 09:43:20,未中奖,405,0,245
2024-12-25 09:43:20,四等奖 (2元),410,0,250
2024-12-25 09:43:21,未中奖,415,0,255
2024-12-25 09:43:22,再来一次,420,0,255
2024-12-25 09:43:23,未中奖,420,0,260
2024-12-25 09:43:25,三等奖 (10元),425,10,255
2024-12-25 09:43:26,未中奖,430,0,260
2024-12-25 09:43:27,未中奖,435,0,265
2024-12-25 09:43:28,四等奖 (2元),440,0,270
2024-12-25 09:43:29,四等奖 (2元),445,0,275
2024-12-25 09:43:30,二等奖 (20元),450,20,260
2024-12-25 09:43:31,未中奖,455,0,265
2024-12-25 09:43:32,未中奖,460,0,270
2024-12-25 09:43:35,再来一次,465,0,270
2024-12-25 09:43:36,四等奖 (2元),465,0,275
2024-12-25 09:43:40,未中奖,470,0,280
2024-12-25 09:43:52,未中奖,475,0,285
2024-12-25 09:43:57,未中奖,480,0,290
2024-12-25 09:44:03,二等奖 (20元),485,20,275
2024-12-25 09:44:11,未中奖,490,0,280
2024-12-25 09:44:16,四等奖 (2元),495,0,285
2024-12-25 09:44:22,三等奖 (10元),500,10,280
2024-12-25 09:44:30,四等奖 (2元),505,0,285
2024-12-25 09:44:35,四等奖 (2元),510,0,290
2024-12-25 09:44:39,未中奖,515,0,295
2024-12-25 09:44:44,未中奖,520,0,300
2024-12-25 09:44:47,四等奖 (2元),525,0,305
2024-12-25 09:44:52,未中奖,530,0,310
2024-12-25 09:44:57,未中奖,535,0,315
2024-12-25 09:45:34,再来一次,5,0,0
2024-12-25 09:46:14,再来一次,10,0,0
2024-12-25 09:46:26,未中奖,15,0,15
2024-12-25 09:46:33,二等奖 (20元),20,20,0
2024-12-25 09:46:38,四等奖 (2元),25,0,5
2024-12-25 09:46:42,四等奖 (2元),30,0,10
2024-12-25 09:46:46,再来一次,35,0,10
2024-12-25 09:47:19,未中奖,40,0,20
2024-12-25 09:47:24,再来一次,45,0,20
2024-12-25 09:51:51,四等奖 (2元),5,0,5
2024-12-25 09:51:53,未中奖,10,0,10
2024-12-25 09:51:54,未中奖,15,0,15
2024-12-25 10:11:23,未中奖,5,0,5
2024-12-25 10:11:26,未中奖,10,0,10
2024-12-25 10:34:05,未中奖,5,0,5
2024-12-25 10:34:09,三等奖 (10元),10,10,0
2024-12-25 10:34:10,四等奖 (2元),15,0,5
2024-12-25 10:34:11,三等奖 (10元),20,10,0
2024-12-25 10:34:12,未中奖,25,0,5
2024-12-25 10:34:13,未中奖,30,0,10
2024-12-25 10:38:04,未中奖,35,0,15
2024-12-25 10:38:05,未中奖,40,0,20
2024-12-25 10:38:19,未中奖,45,0,25
2024-12-25 10:40:45,四等奖 (2元),5,0,5
2024-12-25 10:40:47,未中奖,10,0,10
2024-12-25 10:40:50,四等奖 (2元),15,0,15
2024-12-25 10:40:52,未中奖,20,0,20
2024-12-25 10:45:56,再来一次,25,0,20
2024-12-25 10:45:57,未中奖,25,0,25
2024-12-25 10:46:11,再来一次,30,0,25
2024-12-25 10:46:12,四等奖 (2元),30,0,30
2024-12-25 10:46:19,未中奖,35,0,35
2024-12-25 10:46:20,三等奖 (10元),40,10,30
2024-12-25 10:46:21,未中奖,45,0,35
2024-12-25 10:46:22,未中奖,50,0,40
2024-12-25 10:51:24,三等奖 (10元),5,10,-5
2024-12-25 10:51:26,未中奖,10,0,0
2024-12-25 10:51:32,未中奖,15,0,5
2024-12-25 10:51:34,未中奖,20,0,10
2024-12-25 10:51:35,未中奖,25,0,15
2024-12-25 10:51:35,未中奖,30,0,20
2024-12-25 10:51:36,三等奖 (10元),35,10,15
2024-12-25 10:51:37,未中奖,40,0,20
2024-12-25 10:51:38,二等奖 (20元),45,20,5
2024-12-25 10:51:39,四等奖 (2元),50,0,10
2024-12-25 10:51:58,二等奖 (20元),55,20,-5
2024-12-25 10:51:59,四等奖 (2元),60,0,0
2024-12-25 10:52:00,二等奖 (20元),65,20,-15
2024-12-25 10:52:01,未中奖,70,0,-10
2024-12-25 10:52:01,四等奖 (2元),75,0,-5
2024-12-25 10:52:02,三等奖 (10元),80,10,-10
2024-12-25 10:52:02,再来一次,85,0,-10
2024-12-25 10:52:03,未中奖,90,0,0
2024-12-25 10:52:04,再来一次,95,0,0
2024-12-25 10:52:07,未中奖,100,0,10
2024-12-25 10:52:08,未中奖,105,0,15
2024-12-25 10:52:09,三等奖 (10元),110,10,10
2024-12-25 10:52:10,未中奖,115,0,15
2024-12-25 10:52:11,再来一次,120,0,15
2024-12-25 10:52:13,二等奖 (20元),125,20,5
2024-12-25 10:52:14,四等奖 (2元),130,0,10
2024-12-25 10:52:15,未中奖,135,0,15
2024-12-25 10:52:16,四等奖 (2元),140,0,20
2024-12-25 10:52:17,未中奖,145,0,25
2024-12-25 10:52:18,未中奖,150,0,30
2024-12-25 10:52:19,未中奖,155,0,35
2024-12-25 10:52:20,再来一次,160,0,35
2024-12-25 10:52:21,未中奖,165,0,45
2024-12-25 10:52:22,四等奖 (2元),170,0,50
2024-12-25 10:52:23,未中奖,175,0,55
2024-12-25 10:52:25,四等奖 (2元),180,0,60
2024-12-25 10:52:29,二等奖 (20元),185,20,45
2024-12-25 10:52:32,再来一次,190,0,45
2024-12-25 10:52:35,四等奖 (2元),195,0,55
2024-12-25 10:52:37,四等奖 (2元),200,0,60
2024-12-25 10:52:39,四等奖 (2元),205,0,65
2024-12-25 10:52:40,三等奖 (10元),210,10,60
2024-12-25 10:52:42,三等奖 (10元),215,10,55
2024-12-25 10:52:43,未中奖,220,0,60
2024-12-25 10:52:44,未中奖,225,0,65
2024-12-25 10:52:46,未中奖,230,0,70
2024-12-25 10:52:47,未中奖,235,0,75
2024-12-25 10:52:48,未中奖,240,0,80
2024-12-25 10:52:49,未中奖,245,0,85
2024-12-25 10:52:50,未中奖,250,0,90
2024-12-25 10:52:51,二等奖 (20元),255,20,75
2024-12-25 10:52:52,再来一次,260,0,75
2024-12-25 10:52:53,未中奖,265,0,85
2024-12-25 10:52:54,三等奖 (10元),270,10,80
2024-12-25 10:52:55,四等奖 (2元),275,0,85
2024-12-25 10:52:55,未中奖,280,0,90
2024-12-25 10:52:55,未中奖,285,0,95
2024-12-25 10:52:56,未中奖,290,0,100
2024-12-25 10:52:56,再来一次,295,0,100
2024-12-25 10:52:56,四等奖 (2元),300,0,110
2024-12-25 10:52:56,三等奖 (10元),305,10,105
2024-12-25 10:52:57,四等奖 (2元),310,0,110
2024-12-25 10:52:57,未中奖,315,0,115
2024-12-25 10:52:58,未中奖,320,0,120
2024-12-25 10:52:58,未中奖,325,0,125
2024-12-25 10:52:59,二等奖 (20元),330,20,110
2024-12-25 10:53:26,未中奖,335,0,115
2024-12-25 10:53:27,未中奖,340,0,120
2024-12-25 10:53:28,再来一次,345,0,120
2024-12-25 10:53:28,未中奖,350,0,130
2024-12-25 10:53:29,未中奖,355,0,135
2024-12-25 10:53:30,四等奖 (2元),360,0,140
2024-12-25 10:53:31,四等奖 (2元),365,0,145
2024-12-25 10:53:32,未中奖,370,0,150
2024-12-25 10:53:32,未中奖,375,0,155
2024-12-25 10:57:26,未中奖,5,0,5
2024-12-25 10:57:28,四等奖 (2元),10,0,10
2024-12-25 10:57:29,再来一次,15,0,15
2024-12-25 10:57:29,四等奖 (2元),15,0,15
2024-12-25 10:57:30,一等奖 (50元),20,50,-30
2024-12-25 10:58:06,四等奖 (2元),25,0,-25
2024-12-25 10:58:07,四等奖 (2元),30,0,-20
2024-12-25 10:58:07,四等奖 (2元),35,0,-15
2024-12-25 10:58:08,三等奖 (10元),40,10,-20
2024-12-25 10:58:08,未中奖,45,0,-15
2024-12-25 10:58:09,未中奖,50,0,-10
2024-12-25 10:58:47,未中奖,55,0,-5
2024-12-25 10:58:49,四等奖 (2元),60,0,0
2024-12-25 10:58:49,四等奖 (2元),65,0,5
2024-12-25 10:58:49,四等奖 (2元),70,0,10
2024-12-25 10:58:50,四等奖 (2元),75,0,15
2024-12-25 10:58:50,未中奖,80,0,20
2024-12-25 10:58:50,二等奖 (20元),85,20,5
2024-12-25 10:58:50,四等奖 (2元),90,0,10
2024-12-25 10:58:51,四等奖 (2元),95,0,15
2024-12-25 10:58:51,未中奖,100,0,20
2024-12-25 11:02:51,未中奖,5,0,5
2024-12-25 11:02:53,未中奖,10,0,10
2024-12-25 11:02:53,四等奖 (2元),15,0,15
2024-12-25 11:02:53,未中奖,20,0,20
2024-12-25 11:02:54,未中奖,25,0,25
2024-12-25 11:02:54,四等奖 (2元),30,0,30
2024-12-25 11:02:54,未中奖,35,0,35
2024-12-25 11:02:54,未中奖,40,0,40
2024-12-25 11:02:55,未中奖,45,0,45
2024-12-25 11:02:55,未中奖,50,0,50
2024-12-25 11:03:02,未中奖,55,0,55
2024-12-25 11:03:03,未中奖,60,0,60
2024-12-25 11:03:03,二等奖 (20元),65,20,45
2024-12-25 11:03:03,再来一次,70,0,50
2024-12-25 11:03:04,一等奖 (50元),70,50,0
2024-12-25 11:04:15,未中奖,75,0,5
2024-12-25 11:04:16,未中奖,80,0,10
2024-12-25 11:04:16,再来一次,85,0,15
2024-12-25 11:04:17,未中奖,85,0,15
2024-12-25 11:04:17,三等奖 (10元),90,10,10
2024-12-25 11:04:18,未中奖,95,0,15
2024-12-25 11:04:18,未中奖,100,0,20
2024-12-25 11:06:14,未中奖,5,0,5
2024-12-25 11:06:15,未中奖,10,0,10
2024-12-25 11:06:15,未中奖,15,0,15
2024-12-25 11:06:15,未中奖,20,0,20
2024-12-25 11:06:16,未中奖,25,0,25
2024-12-25 11:06:16,未中奖,30,0,30
2024-12-25 11:06:16,未中奖,35,0,35
2024-12-25 11:06:16,未中奖,40,0,40
2024-12-25 11:06:17,四等奖 (2元),45,0,45
2024-12-25 11:06:17,四等奖 (2元),50,0,50
2024-12-25 11:06:22,未中奖,55,0,55
2024-12-25 11:06:26,未中奖,60,0,60
2024-12-25 11:06:27,二等奖 (20元),65,20,45
2024-12-25 11:06:27,未中奖,70,0,50
2024-12-25 11:06:28,未中奖,75,0,55
2024-12-25 11:06:28,未中奖,80,0,60
2024-12-25 11:06:29,未中奖,85,0,65
2024-12-25 11:06:29,四等奖 (2元),90,0,70
2024-12-25 11:06:29,再来一次,95,0,75
2024-12-25 11:06:30,四等奖 (2元),95,0,75
2024-12-25 11:06:30,未中奖,100,0,80
2024-12-25 11:14:27,四等奖 (2元),5,0,5
2024-12-25 11:14:28,未中奖,10,0,10
2024-12-25 11:14:29,未中奖,15,0,15
2024-12-25 11:14:29,四等奖 (2元),20,0,20
2024-12-25 11:14:30,二等奖 (20元),25,20,5
2024-12-25 11:14:30,未中奖,30,0,10
2024-12-25 11:14:30,三等奖 (10元),35,10,5
2024-12-25 11:14:30,未中奖,40,0,10
2024-12-25 11:14:31,未中奖,45,0,15
2024-12-25 11:14:31,未中奖,50,0,20
2024-12-25 11:15:46,未中奖,55,0,25
2024-12-25 11:15:47,未中奖,60,0,30
2024-12-25 11:15:48,再来一次,65,0,35
2024-12-25 11:15:48,未中奖,65,0,35
2024-12-25 11:15:49,四等奖 (2元),70,0,40
2024-12-25 11:15:49,未中奖,75,0,45
2024-12-25 11:15:49,未中奖,80,0,50
2024-12-25 11:15:50,二等奖 (20元),85,20,35
2024-12-25 11:15:50,未中奖,90,0,40
2024-12-25 11:15:51,未中奖,95,0,45
2024-12-25 11:15:52,未中奖,100,0,50
2024-12-25 11:17:47,三等奖 (10元),5,10,-5
2024-12-25 11:17:52,未中奖,10,0,0
2024-12-25 11:17:58,四等奖 (2元),15,0,5
2024-12-25 11:18:01,再来一次,20,0,10
2024-12-25 11:18:03,四等奖 (2元),20,0,10
2024-12-25 11:18:05,未中奖,25,0,15
2024-12-25 11:18:05,未中奖,30,0,20
2024-12-25 11:18:06,未中奖,35,0,25
2024-12-25 11:18:07,未中奖,40,0,30
2024-12-25 11:18:08,三等奖 (10元),45,10,25
2024-12-25 11:18:10,未中奖,50,0,30
2024-12-25 11:37:44,未中奖,5,0,5
2024-12-25 11:37:45,未中奖,10,0,10
2024-12-25 11:37:45,未中奖,15,0,15
2024-12-25 11:37:45,未中奖,20,0,20
2024-12-25 11:37:45,再来一次,25,0,25
2024-12-25 11:37:46,未中奖,25,0,25
2024-12-25 11:37:46,未中奖,30,0,30
2024-12-25 11:37:46,未中奖,35,0,35
2024-12-25 11:37:47,四等奖 (2元),40,0,40
2024-12-25 11:37:47,再来一次,45,0,45
2024-12-25 11:37:47,未中奖,45,0,45
2024-12-25 11:37:48,未中奖,50,0,50
2024-12-25 11:37:48,四等奖 (2元),55,0,55
2024-12-25 11:37:48,未中奖,60,0,60
2024-12-25 11:37:48,二等奖 (20元),65,20,45
2024-12-25 11:37:49,未中奖,70,0,50
2024-12-25 11:37:49,未中奖,75,0,55
2024-12-25 11:37:49,三等奖 (10元),80,10,50
2024-12-25 11:37:49,未中奖,85,0,55
2024-12-25 11:37:50,未中奖,90,0,60
2024-12-25 11:37:50,再来一次,95,0,65
2024-12-25 11:37:50,四等奖 (2元),95,0,65
2024-12-25 11:37:50,未中奖,100,0,70
2024-12-25 11:37:56,未中奖,105,0,75
2024-12-25 11:37:56,未中奖,110,0,80
2024-12-25 11:37:56,未中奖,115,0,85
2024-12-25 11:37:57,未中奖,120,0,90
2024-12-25 11:37:57,未中奖,125,0,95
2024-12-25 11:37:57,二等奖 (20元),130,20,80
2024-12-25 11:37:57,未中奖,135,0,85
2024-12-25 11:37:58,未中奖,140,0,90
2024-12-25 11:37:58,未中奖,145,0,95
2024-12-25 11:37:58,未中奖,150,0,100
2024-12-25 11:37:58,四等奖 (2元),155,0,105
2024-12-25 11:37:58,再来一次,160,0,110
2024-12-25 11:37:59,未中奖,160,0,110
2024-12-25 11:37:59,再来一次,165,0,115
2024-12-25 11:37:59,再来一次,165,0,115
2024-12-25 11:37:59,四等奖 (2元),165,0,115
2024-12-25 11:37:59,未中奖,170,0,120
2024-12-25 11:38:00,再来一次,175,0,125
2024-12-25 11:38:00,再来一次,175,0,125
2024-12-25 11:38:00,四等奖 (2元),175,0,125
2024-12-25 11:38:00,四等奖 (2元),180,0,130
2024-12-25 11:38:00,未中奖,185,0,135
2024-12-25 11:38:01,未中奖,190,0,140
2024-12-25 11:38:01,二等奖 (20元),195,20,125
2024-12-25 11:38:01,四等奖 (2元),200,0,130
2024-12-25 11:38:01,再来一次,205,0,135
2024-12-25 11:38:01,未中奖,205,0,135
2024-12-25 11:38:02,四等奖 (2元),210,0,140
2024-12-25 11:38:02,二等奖 (20元),215,20,125
2024-12-25 11:38:02,未中奖,220,0,130
2024-12-25 11:38:02,未中奖,225,0,135
2024-12-25 11:38:02,四等奖 (2元),230,0,140
2024-12-25 11:38:02,未中奖,235,0,145
2024-12-25 11:38:03,未中奖,240,0,150
2024-12-25 11:38:03,未中奖,245,0,155
2024-12-25 11:38:03,未中奖,250,0,160
2024-12-25 11:38:03,未中奖,255,0,165
2024-12-25 11:38:03,四等奖 (2元),260,0,170
2024-12-25 11:38:04,二等奖 (20元),265,20,155
2024-12-25 11:38:04,四等奖 (2元),270,0,160
2024-12-25 11:38:04,未中奖,275,0,165
2024-12-25 11:38:04,未中奖,280,0,170
2024-12-25 11:38:04,再来一次,285,0,175
2024-12-25 11:38:04,未中奖,285,0,175
2024-12-25 11:38:05,四等奖 (2元),290,0,180
2024-12-25 11:38:05,未中奖,295,0,185
2024-12-25 11:38:05,未中奖,300,0,190
2024-12-25 11:38:05,再来一次,305,0,195
2024-12-25 11:38:05,四等奖 (2元),305,0,195
2024-12-25 11:38:05,四等奖 (2元),310,0,200
2024-12-25 11:38:06,二等奖 (20元),315,20,185
2024-12-25 11:38:06,四等奖 (2元),320,0,190
2024-12-25 11:38:06,未中奖,325,0,195
2024-12-25 11:38:06,四等奖 (2元),330,0,200
2024-12-25 11:38:06,未中奖,335,0,205
2024-12-25 11:38:06,未中奖,340,0,210
2024-12-25 11:38:07,四等奖 (2元),345,0,215
2024-12-25 11:38:07,未中奖,350,0,220
2024-12-25 11:38:07,未中奖,355,0,225
2024-12-25 11:38:07,再来一次,360,0,230
2024-12-25 11:38:07,四等奖 (2元),360,0,230
2024-12-25 11:38:07,四等奖 (2元),365,0,235
2024-12-25 11:38:08,三等奖 (10元),370,10,230
2024-12-25 11:38:08,四等奖 (2元),375,0,235
2024-12-25 11:38:08,二等奖 (20元),380,20,220
2024-12-25 11:38:08,四等奖 (2元),385,0,225
2024-12-25 11:38:08,未中奖,390,0,230
2024-12-25 11:38:08,未中奖,395,0,235
2024-12-25 11:38:09,三等奖 (10元),400,10,230
2024-12-25 11:38:09,二等奖 (20元),405,20,215
2024-12-25 11:38:09,未中奖,410,0,220
2024-12-25 11:38:09,三等奖 (10元),415,10,215
2024-12-25 11:38:09,三等奖 (10元),420,10,210
2024-12-25 11:38:09,未中奖,425,0,215
2024-12-25 11:38:10,未中奖,430,0,220
2024-12-25 11:38:10,未中奖,435,0,225
2024-12-25 11:38:10,未中奖,440,0,230
2024-12-25 11:38:10,再来一次,445,0,235
2024-12-25 11:38:10,未中奖,445,0,235
2024-12-25 11:38:10,未中奖,450,0,240
2024-12-25 11:38:11,四等奖 (2元),455,0,245
2024-12-25 11:38:11,未中奖,460,0,250
2024-12-25 11:38:11,四等奖 (2元),465,0,255
2024-12-25 11:38:11,二等奖 (20元),470,20,240
2024-12-25 11:38:11,未中奖,475,0,245
2024-12-25 11:38:11,四等奖 (2元),480,0,250
2024-12-25 11:38:12,未中奖,485,0,255
2024-12-25 11:38:12,四等奖 (2元),490,0,260
2024-12-25 11:38:12,未中奖,495,0,265
2024-12-25 11:38:12,再来一次,500,0,270
2024-12-25 11:38:12,未中奖,500,0,270
2024-12-25 11:38:12,未中奖,505,0,275
2024-12-25 11:38:13,四等奖 (2元),510,0,280
2024-12-25 11:38:13,未中奖,515,0,285
2024-12-25 11:38:13,四等奖 (2元),520,0,290
2024-12-25 11:38:13,二等奖 (20元),525,20,275
2024-12-25 11:38:13,四等奖 (2元),530,0,280
2024-12-25 11:38:14,未中奖,535,0,285
2024-12-25 11:38:14,三等奖 (10元),540,10,280
2024-12-25 11:38:14,未中奖,545,0,285
2024-12-25 11:38:14,再来一次,550,0,290
2024-12-25 11:38:14,再来一次,550,0,290
2024-12-25 11:38:14,未中奖,550,0,290
2024-12-25 11:38:15,未中奖,555,0,295
2024-12-25 11:38:15,特等奖 (100元),560,100,200
